0.001 0 -12383.1
0.001 0.005 -12452.3
0.001 0.01 -12476.3
0.001 0.015 -12468.4
0.001 0.02 -12466.2
0.001 0.025 -12465.4
0.001 0.03 -12464.9
0.001 0.035 -12464.7
0.001 0.04 -12464.6
0.001 0.045 -12464.5
0.001 0.05 -12464.5
0.001 0.055 -12464.5
0.001 0.06 -12464.5
0.001 0.065 -12464.6
0.001 0.07 -12464.8
0.001 0.075 -12465
0.001 0.08 -12465.6
0.001 0.085 -12466.7
0.001 0.09 -12469.7
0.001 0.095 -12481.6
0.001 0.1 -12435
0.0015 0 -12422.1
0.0015 0.005 -12468
0.0015 0.01 -12472.8
0.0015 0.015 -12468.3
0.0015 0.02 -12466.7
0.0015 0.025 -12466.1
0.0015 0.03 -12465.7
0.0015 0.035 -12465.5
0.0015 0.04 -12465.4
0.0015 0.045 -12465.4
0.0015 0.05 -12465.4
0.0015 0.055 -12465.4
0.0015 0.06 -12465.4
0.0015 0.065 -12465.5
0.0015 0.07 -12465.7
0.0015 0.075 -12466.1
0.0015 0.08 -12466.8
0.0015 0.085 -12468.4
0.0015 0.09 -12473.7
0.0015 0.095 -12466
0.0015 0.1 -12420.9
0.002 0 -12429.4
0.002 0.005 -12468.5
0.002 0.01 -12474
0.002 0.015 -12470.4
0.002 0.02 -12468.9
0.002 0.025 -12468.3
0.002 0.03 -12467.9
0.002 0.035 -12467.7
0.002 0.04 -12467.6
0.002 0.045 -12467.6
0.002 0.05 -12467.6
0.002 0.055 -12467.6
0.002 0.06 -12467.6
0.002 0.065 -12467.7
0.002 0.07 -12467.9
0.002 0.075 -12468.3
0.002 0.08 -12468.9
0.002 0.085 -12470.5
0.002 0.09 -12474.7
0.002 0.095 -12466.8
0.002 0.1 -12428.8
0.0025 0 -12436.7
0.0025 0.005 -12470.1
0.0025 0.01 -12476
0.0025 0.015 -12473.1
0.0025 0.02 -12471.8
0.0025 0.025 -12471.1
0.0025 0.03 -12470.8
0.0025 0.035 -12470.6
0.0025 0.04 -12470.5
0.0025 0.045 -12470.5
0.0025 0.05 -12470.4
0.0025 0.055 -12470.5
0.0025 0.06 -12470.5
0.0025 0.065 -12470.6
0.0025 0.07 -12470.8
0.0025 0.075 -12471.1
0.0025 0.08 -12471.8
0.0025 0.085 -12473.2
0.0025 0.09 -12476.5
0.0025 0.095 -12468.7
0.0025 0.1 -12436.6
0.003 0 -12443.9
0.003 0.005 -12472.4
0.003 0.01 -12478.4
0.003 0.015 -12476.2
0.003 0.02 -12475
0.003 0.025 -12474.4
0.003 0.03 -12474.1
0.003 0.035 -12473.9
0.003 0.04 -12473.8
0.003 0.045 -12473.7
0.003 0.05 -12473.7
0.003 0.055 -12473.7
0.003 0.06 -12473.8
0.003 0.065 -12473.9
0.003 0.07 -12474.1
0.003 0.075 -12474.4
0.003 0.08 -12475
0.003 0.085 -12476.3
0.003 0.09 -12478.8
0.003 0.095 -12471.1
0.003 0.1 -12444
0.0035 0 -12450.7
0.0035 0.005 -12475.1
0.0035 0.01 -12481.1
0.0035 0.015 -12479.5
0.0035 0.02 -12478.4
0.0035 0.025 -12477.8
0.0035 0.03 -12477.5
0.0035 0.035 -12477.4
0.0035 0.04 -12477.3
0.0035 0.045 -12477.2
0.0035 0.05 -12477.2
0.0035 0.055 -12477.2
0.0035 0.06 -12477.3
0.0035 0.065 -12477.4
0.0035 0.07 -12477.5
0.0035 0.075 -12477.8
0.0035 0.08 -12478.4
0.0035 0.085 -12479.6
0.0035 0.09 -12481.5
0.0035 0.095 -12474
0.0035 0.1 -12451.1
0.004 0 -12457.2
0.004 0.005 -12478.1
0.004 0.01 -12484.1
0.004 0.015 -12482.9
0.004 0.02 -12482
0.004 0.025 -12481.5
0.004 0.03 -12481.2
0.004 0.035 -12481
0.004 0.04 -12480.9
0.004 0.045 -12480.8
0.004 0.05 -12480.8
0.004 0.055 -12480.8
0.004 0.06 -12480.9
0.004 0.065 -12481
0.004 0.07 -12481.2
0.004 0.075 -12481.5
0.004 0.08 -12482
0.004 0.085 -12483
0.004 0.09 -12484.4
0.004 0.095 -12477.2
0.004 0.1 -12457.9
0.0045 0 -12463.5
0.0045 0.005 -12481.4
0.0045 0.01 -12487.2
0.0045 0.015 -12486.5
0.0045 0.02 -12485.7
0.0045 0.025 -12485.2
0.0045 0.03 -12484.9
0.0045 0.035 -12484.7
0.0045 0.04 -12484.6
0.0045 0.045 -12484.6
0.0045 0.05 -12484.6
0.0045 0.055 -12484.6
0.0045 0.06 -12484.6
0.0045 0.065 -12484.7
0.0045 0.07 -12484.9
0.0045 0.075 -12485.2
0.0045 0.08 -12485.7
0.0045 0.085 -12486.6
0.0045 0.09 -12487.4
0.0045 0.095 -12480.6
0.0045 0.1 -12464.3
0.005 0 -12469.5
0.005 0.005 -12485
0.005 0.01 -12490.5
0.005 0.015 -12490.2
0.005 0.02 -12489.5
0.005 0.025 -12489
0.005 0.03 -12488.7
0.005 0.035 -12488.6
0.005 0.04 -12488.5
0.005 0.045 -12488.4
0.005 0.05 -12488.4
0.005 0.055 -12488.4
0.005 0.06 -12488.5
0.005 0.065 -12488.6
0.005 0.07 -12488.7
0.005 0.075 -12489
0.005 0.08 -12489.5
0.005 0.085 -12490.2
0.005 0.09 -12490.7
0.005 0.095 -12484.3
0.005 0.1 -12470.4
0.0055 0 -12475.3
0.0055 0.005 -12488.7
0.0055 0.01 -12494
0.0055 0.015 -12493.9
0.0055 0.02 -12493.3
0.0055 0.025 -12492.9
0.0055 0.03 -12492.6
0.0055 0.035 -12492.5
